|~名称|~加護|~職業|>|>|>|>|~基本パラメータ|CENTER:~種族|CENTER:~特攻|~装備|~ラ&br;ン&br;ク|~コ&br;ス&br;ト|>|CENTER:~パッシブスキル|CENTER:~リーダー&br;スキル|CENTER:~アシスト&br;スキル|~内政&br;スキル|~スタンス|~備考|h
|司祭|光|ヒーラー|85|9|12|16|12|人女神|死魔毒|杖&br;法衣|S|3|全体治癒[12]&br;解呪治療&br;解毒治療&br;専守防衛&br;|対術結界[20]&br;神族活性[8]&br;人間活性[10]&br;神術放射[8]&br;|戦術補助[25]&br;絶対治療|削減治療|医療[3]|防備|R2-信&br;Lv3蘇生&br;v1.04|
|高司祭|光|ヒーラー|95|13|24|24|16|人女神|死魔毒|杖&br;法衣|S|5|全体治癒[14]&br;魔族弱体[10]&br;絶対治療&br;解毒治療&br;|大神術陣[8]&br;専守防衛&br;対術結界[35]&br;神族活性[10]&br;|神族活性[15]&br;異常耐性|削減治療|医療[3]|防備|R2-幻&br;Lv4蘇生&br;v1.04|
|ドラゴンプリースト|火|ヒーラー|100|16|30|18|13|人女竜神|死毒|杖&br;法衣|S|6|竜の吐息[6]&br;平等治癒[10]&br;専守防衛&br;異常耐性&br;|竜族活性[15]&br;削減治療&br;麻痺治療&br;解呪治療&br;|戦意高揚[40]&br;絶対治療|竜鱗守護[15]|医療[3]|防備|R3-竜&br;v1.04|
|ウィッチドクター|土|ヒーラー|100|14|8|20|16|人女毒飛|獣蟲毒|法衣&br;道具|S|7|強酸砲弾[5]&br;大強酸陣[10]&br;危機管理[20]&br;専守防衛&br;|虹の毒撃[15]&br;グルメ魂[6]&br;師団支配[10]&br;四法結界[20]&br;|腐敗の繭[20]&br;終の奇跡[20]|絶対治療|医療[3]|防備|R3-歴&br;Lv4蘇生&br;v1.04|
|ハイエロファント|水|ヒーラー|100|18|33|22|17|人男神|死魔|杖&br;法衣|S|9|貫通無効&br;人間活性[15]&br;専守防衛&br;平等治癒[12]&br;|異常耐性&br;絶対治療&br;バリアー[3]&br;戦術結界[25]&br;|人間指揮[10]&br;戦術補助[70]|全体治癒[5]|医療[3]|防備|R4-命&br;Lv4全↑↓&br;v1.04|
|ハイプリエステス|水|ヒーラー|100|12|30|25|18|人女神|死魔|法衣&br;道具|S|9|扇形無効&br;人間活性[18]&br;専守防衛&br;全体治癒[16]&br;|異常耐性&br;絶対治療&br;バリアー[3]&br;砲撃結界[25]&br;|人間指揮[10]&br;戦意高揚[70]|全体治癒[5]|医療[3]|防備|R4-命&br;Lv4全↑&br;v1.04|
|BGCOLOR(#FFD):|||||||||||||||||||&br;|c
|ヴァルキリー|光|ブレイダー|105|45|43|36|12|女神飛騎|魔死飛|片手&br;盾|S|8|神族活性[10]&br;カブト割[25]&br;多段攻撃[2]&br;パリング[50]&br;|側面攻撃[8]&br;リカバリ[30]&br;神術放射[14]&br;勇猛果敢&br;|背水の陣[25]&br;先陣の誉|戦意高揚[20]|軍事[3]|進撃|R4-英&br;v1.04|
|スレイエンジェル|光|ブレイダー|105|50|45|23|8|魔神飛氷|人魔炎夜|片手&br;鎧|A|9|多段攻撃[3]&br;凍結攻撃[35]&br;パリング[45]&br;氷撃放射[20]&br;|師団弱体[10]&br;特攻防御[50]&br;側面攻撃[8]&br;速度布陣[12]&br;|心核穿ち[25]&br;強制異常[15]|確率追撃[10]|軍事[3]|進撃|R3-凶&br;v1.04|
|フォールンセイバー|光|ブレイダー|110|58|56|28|9|魔神飛|魔神死|片手&br;盾|A|11|多段攻撃[2]&br;攻撃布陣[12]&br;ブロック[30]&br;神術砲弾[4]&br;|神族活性[14]&br;特攻防御[50]&br;側面攻撃[15]&br;心核穿ち[35]&br;|致命必殺[50]&br;集約攻撃|心核穿ち[5]|軍事[3]|進撃|R4-骸&br;v1.04|
|ヘブンレイダー|光|ブレイダー|115|70|65|25|11|神飛氷|魔死飛夜|片手&br;鎧|B|12|確率追撃[100]&br;凍結攻撃[50]&br;パリング[65]&br;大氷撃陣[10]&br;|師団弱体[14]&br;特攻防御[50]&br;必殺増加[30]&br;側面攻撃[10]&br;|疾風迅雷[10]&br;扇形攻撃|確率追撃[10]|軍事[3]|進撃|R5-使&br;v1.04|
|エンジェルセイバー|光|ブレイダー|120|78|74|38|12|神飛|魔神死獣|片手&br;盾|B|15|多段攻撃[3]&br;攻撃布陣[20]&br;ブロック[45]&br;神術砲弾[8]&br;|神族活性[18]&br;特攻防御[50]&br;側面攻撃[20]&br;心核穿ち[35]&br;|致命必殺[100]&br;必殺増加[35]|心核穿ち[5]|軍事[3]|進撃|R6-神&br;v1.04|
|白虎|土|ブレイダー|125|91|58|93|15|飛獣神|魔死樹獣|爪&br;装飾|B|16|側面攻撃[20]&br;致命必殺[100]&br;必殺増加[45]&br;奇襲戦法[16]&br;|堅守体躯[30]&br;反撃耐性[50]&br;獣族活性[30]&br;確率追撃[100]&br;|狂奔の牙[10]&br;疾風迅雷[10]|致命必殺[15]|農業[16]|進撃|R6-尾&br;v1.04|
|イノセントソード|光|ブレイダー|115|95|65|50|5|神器|飛獣神死|両手&br;鎧|B|16|神族活性[20]&br;多段攻撃[3]&br;側面攻撃[15]&br;カブト割[40]&br;|パリング[50]&br;必殺耐性[35]&br;大神術陣[15]&br;異常耐性&br;|反撃耐性[35]&br;全力攻撃[70]|カブト割[1]||進撃|R6-機&br;v1.04|
|シグルズの竜戦士|風|ブレイダー|115|100|73|24|8|人男神竜騎|魔竜竜器|両手&br;鎧|C|18|確率追撃[70]&br;カブト割[50]&br;巨人狩り[50]&br;竜族支配[15]&br;|側面攻撃[15]&br;勇猛果敢&br;竜鱗守護[80]&br;特攻防御[50]&br;|乾坤一擲[35]&br;必殺増加[40]|側面攻撃[5]|軍事[3]|進撃|R7-真&br;v1.04|
|熾天使ミカエル|火光|ブレイダー|125|135|100|75|16|女神飛炎騎超|魔神死氷|片手&br;鎧|D|26|神族活性[55]&br;魔族弱体[55]&br;十字攻撃&br;特攻防御[80]&br;|対術障壁[100]&br;次元斬撃[55]&br;必殺増加[55]&br;確率追撃[100]&br;|火属指揮[20]&br;大火炎陣[40]|確率追撃[10]|軍事[3]|進撃|R8-創&br;v1.04|
|天帝梵阿|風|ブレイダー|115|125|110|50|25|女器神超|飛神器竜|片手&br;両手|B|32|多段攻撃[5]&br;器兵支配[50]&br;全域攻撃&br;無形体躯[50]&br;|致命必殺[150]&br;イベイド[100]&br;次元斬撃[40]&br;運命の輪[10]&br;|武具研磨[100]&br;心核穿ち[50]|必殺増加[10]|医療[3]|進撃|R8-創&br;v1.04|
|ケリュネイア|光|ランサー|110|48|36|54|7|神獣樹|魔樹蟲|獣装&br;装飾|A|8|撃破金運[5]&br;撃破金運[5]&br;撃破金運[6]&br;トレハン[22]&br;|致命必殺[50]&br;反撃耐性[30]&br;イベイド[60]&br;特攻防御[50]&br;|撃破金運[8]&br;撃破金運[7]|特攻防御[5]|商業[20]|乱戦|R4-賢&br;v1.04|
|アレイオーン|土|ランサー|120|72|60|58|10|神獣|魔竜器死|獣装&br;装飾|B|11|騎士活性[15]&br;必殺増加[40]&br;貫通攻撃&br;速度支配[20]&br;|狂奔の牙[12]&br;反撃耐性[45]&br;背水の陣[30]&br;兵士運搬&br;|カブト割[25]&br;速度指揮[12]|兵士運搬|軍事[3]|乱戦|R4-英&br;v1.04|
|カオスエンジェル|光|ランサー|105|55|42|16|8|魔神飛炎|魔死夜|斧槍&br;鎧|A|9|貫通攻撃&br;防御削減[15]&br;確率追撃[40]&br;呪の一撃&br;|大火炎陣[8]&br;特攻防御[50]&br;側面攻撃[8]&br;扇形攻撃&br;|乾坤一擲[15]&br;火炎砲弾[10]|大術撃陣[5]|軍事[3]|乱戦|R3-凶&br;v1.04|
|ヘブンインペイル|光|ランサー|115|73|57|24|10|神飛炎|魔死獣夜|斧槍&br;鎧|B|12|十字攻撃&br;確率追撃[60]&br;封印攻撃&br;解除攻撃&br;|大火炎陣[12]&br;特攻防御[50]&br;必殺増加[35]&br;カブト割[20]&br;|攻撃支配[15]&br;強制異常[15]|大術撃陣[5]|軍事[3]|乱戦|R5-使&br;v1.04|
|青龍|風|ランサー|125|75|70|44|18|飛竜神雷|飛海竜蟲|爪&br;獣装|B|15|封印攻撃&br;雷霊支配[20]&br;全域攻撃&br;竜の吐息[9]&br;|カブト割[35]&br;竜鱗守護[85]&br;堅守体躯[35]&br;遠隔無効&br;|乾坤一擲[25]&br;雷霊指揮[10]|カブト割[1]|魔術[16]|乱戦|R6-尾&br;v1.04|
|スルーズの雷騎士|火光|ランサー|115|95|102|54|12|人女神雷騎|魔海獣器|斧槍&br;鎧|C|18|雷霊活性[30]&br;確率追撃[70]&br;心核穿ち[50]&br;カブト割[25]&br;|十字攻撃&br;雷撃砲弾[8]&br;反撃耐性[40]&br;特攻防御[30]&br;|速度布陣[30]&br;戦術補助[50]|心核穿ち[5]|魔術[12]|乱戦|R7-真&br;v1.04|
|エバンジールジャッジ|風光|ランサー|115|105|62|72|12|女神飛雷|男魔器飛|斧槍&br;法衣|C|21|神族活性[20]&br;致命必殺[50]&br;十字攻撃&br;巨人狩り[50]&br;|必殺増加[40]&br;奇襲戦法[16]&br;反撃耐性[50]&br;特攻防御[70]&br;|雷撃砲弾[12]&br;挑発行為|必殺増加[10]|工業[16]|乱戦|R7-運&br;v1.04|
|エーギル|水|ランサー|120|84|75|56|14|女神海獣竜|魔海獣竜|両手&br;道具|B|22|海洋活性[40]&br;致命必殺[100]&br;十字攻撃&br;必殺増加[35]&br;|カブト割[35]&br;堅守体躯[40]&br;グルメ魂[8]&br;大水流陣[20]&br;|超水流砲[8]&br;絶対治療|兵士運搬|商業[20]|乱戦|R7-真&br;v1.04|
|熾天使メタトロン|火光|ランサー|125|120|120|60|12|女神飛炎騎超|魔神海蟲|斧槍&br;鎧|D|26|戦意高揚[100]&br;神族活性[70]&br;特攻防御[80]&br;カブト割[75]&br;|堅守体躯[40]&br;心核穿ち[100]&br;超火炎陣[20]&br;確率追撃[100]&br;|全域攻撃&br;火炎砲弾[20]|開幕砲弾[5]|軍事[3]|乱戦|R8-創&br;v1.04|
|エンジェルファーマー|光|ランサー|125|100|100|100|10|男神星飛樹超|魔樹蟲星竜飛|両手&br;装飾|D|30|神術砲弾[30]&br;前進防御&br;乾坤一擲[75]&br;カブト割[75]&br;|多段攻撃[6]&br;神魔体躯[50]&br;イベイド[100]&br;英雄覇気[10]&br;|狂戦士化[100]&br;リカバリ[50]|堅守体躯[1]|農業[8]|乱戦|R8-禁&br;Lv4全↑&br;v1.04|
|ネプチューン|水|ランサー|120|108|82|48|24|女神海雷超|炎蟲器竜海|斧槍&br;法衣|E|30|致命必殺[100]&br;軍団攻撃[2]&br;大水流陣[50]&br;巨人狩り[100]&br;|自爆結界[50]&br;無形体躯[50]&br;攻撃弱体[60]&br;海洋活性[50]&br;|雷撃放射[100]&br;海洋指揮[25]|必殺増加[10]|商業[24]|乱戦|R8-創&br;v1.04|
|シヴァ|火|ランサー|130|150|95|37|16|男魔神炎超|飛魔神女海|片手&br;斧槍|E|32|超火炎砲[15]&br;確率追撃[150]&br;大火炎陣[36]&br;集約攻撃&br;|次元斬撃[50]&br;心核穿ち[50]&br;堅守体躯[70]&br;リカバリ[50]&br;|狂戦士化[50]&br;師団支配[50]|開幕砲弾[5]|軍事[3]|乱戦|R8-禁&br;v1.04|
|スプライトシーカー|光|シューター|95|65|35|80|7|女神飛雷|飛魔海|爪&br;法衣|A|9|麻痺攻撃[2]&br;大雷撃陣[8]&br;速度布陣[25]&br;遠隔攻撃&br;|イベイド[50]&br;無形体躯[30]&br;雷霊活性[15]&br;致命必殺[100]&br;|確率追撃[50]&br;側面攻撃[12]|致命必殺[15]|魔術[12]|計略|R4-賢&br;v1.04|
|ガルーダ|風光|シューター|120|80|52|65|10|神獣飛樹雷|飛魔樹|獣装&br;装飾|B|15|多段攻撃[2]&br;十字攻撃&br;大神術陣[20]&br;イベイド[80]&br;|飛行支配[15]&br;遠隔攻撃&br;堅守体躯[40]&br;兵士運搬&br;|風属活性[20]&br;確率追撃[70]|兵士運搬|魔術[16]|計略|R6-帝&br;Lv5全↑&br;v1.04|
|朱雀|火|シューター|120|85|80|56|16|飛獣神炎|魔樹氷死|杖&br;法衣|B|15|遠隔攻撃&br;全域攻撃&br;大火炎陣[24]&br;イベイド[85]&br;|全体治癒[20]&br;リカバリ[50]&br;対術結界[40]&br;炎霊支配[20]&br;|リバイブ[25]&br;火属指揮[10]|リカバリ[5]|医療[3]|計略|R6-尾&br;Lv5蘇生&br;v1.04|
|ノートスの天弓士|土|シューター|110|81|32|62|15|人女神樹飛夜|飛獣男女|射撃&br;法衣|C|16|確率追撃[75]&br;全域攻撃&br;次元斬撃[20]&br;神術砲弾[10]&br;|魅了攻撃[2]&br;虹の毒撃[15]&br;標的後逸&br;異常耐性&br;|封印攻撃&br;疾風迅雷[20]|確率追撃[10]|農業[12]|計略|R7-真&br;Lv4全↓&br;v1.04|
|アリアドネー|風光|シューター|120|54|100|28|20|女神|飛魔神|法衣&br;装飾|C|20|側面攻撃[15]&br;多段攻撃[4]&br;カブト割[40]&br;心核穿ち[40]&br;|イベイド[70]&br;遠隔攻撃&br;バリアー[5]&br;城壁構築[140]&br;|運命の輪[20]&br;確率追撃[80]|カブト割[1]|魔術[20]|計略|R7-真&br;v1.04|
|エバンジールガンナー|火光|シューター|115|89|43|71|8|女神炎飛|魔樹器飛|射撃&br;装飾|C|21|火炎砲弾[12]&br;集約攻撃&br;次元斬撃[25]&br;心核穿ち[50]&br;|城壁崩し[150]&br;戦術妨害[50]&br;狂奔の牙[15]&br;標的後逸&br;|超火炎砲[6]&br;側面攻撃[35]|側面攻撃[5]|魔術[16]|計略|R7-運&br;v1.04|
|熾天使ラファエル|風光|シューター|115|65|50|100|26|女神飛雷氷超||法衣&br;道具|D|26|専守防衛&br;戦術結界[50]&br;全体治癒[20]&br;大神術陣[40]&br;|標的後逸&br;イベイド[120]&br;速度支配[30]&br;術式増幅[20]&br;|戦術補助[100]&br;速度指揮[20]|開幕砲弾[5]|商業[24]|計略|R8-創&br;v1.04|
|熾天使ナハーシュ|光|シューター|120|66|66|66|33|女神器毒飛超|人男女器神魔|法衣&br;道具|D|26|愚者の嘘[2]&br;平等治癒[30]&br;次元斬撃[30]&br;次元障壁[60]&br;|器兵活性[40]&br;神魔体躯[25]&br;虹の毒撃[20]&br;強制異常[30]&br;|超毒気陣[8]&br;腐敗の繭[80]|師団指揮[1]|工業[24]|計略|R8-禁&br;Lv3全↓''スキップ''&br;v1.04|
|セイレーン|風|キャスター|100|24|32|28|13|女神飛|男|鞭&br;法衣|S|6|遠隔攻撃&br;扇形攻撃&br;追撃阻止[20]&br;防御削減[15]&br;|知力削減[15]&br;神族活性[16]&br;戦術妨害[25]&br;戦術補助[25]&br;|戦意高揚[50]&br;絶対治療|戦意高揚[20]|医療[3]|計略|R3-歴&br;v1.04|
|フォールンチャンター|光|キャスター|105|10|36|32|16|魔神飛||杖&br;法衣|A|9|術式増幅[10]&br;異常耐性&br;専守防衛&br;対術結界[35]&br;|絶対治療&br;知力支配[18]&br;大魔術陣[16]&br;戦術妨害[50]&br;|戦術妨害[25]&br;知力指揮[10]|バリアー[1]|医療[3]|計略|R4-骸&br;v1.04|
|エンジェルチャンター|光|キャスター|110|16|48|38|18|神飛||杖&br;法衣|B|13|術式増幅[10]&br;バリアー[4]&br;専守防衛&br;砲撃結界[30]&br;|絶対治療&br;攻撃支配[25]&br;大神術陣[18]&br;戦術補助[50]&br;|戦術補助[25]&br;攻撃指揮[10]|バリアー[1]|医療[3]|計略|R6-神&br;v1.04|
|イノセントチャンター|光|キャスター|105|1|52|30|18|神器||鞭&br;法衣|B|15|術式増幅[15]&br;異常耐性&br;専守防衛&br;イベイド[65]&br;|絶対治療&br;神族活性[25]&br;超神術陣[7]&br;全体治癒[20]&br;|バリアー[8]&br;神術砲弾[12]|バリアー[1]||計略|R6-機&br;v1.04|
|キュベレイ|土|キャスター|105|75|50|30|20|女神樹飛超|樹死毒蟲|杖&br;法衣|B|16|砲撃吸収[35]&br;絶対治療&br;専守防衛&br;樹霊活性[40]&br;|資源工面[60]&br;リカバリ[50]&br;大神術陣[21]&br;全体治癒[36]&br;|太陽信仰[50]&br;夜戦適応|絶対治療|医療[3]|計略|R6-神&br;v1.04|
|アルヴィスの賢者|水|キャスター|110|58|32|20|24|人男獣神海氷|魔炎樹|杖&br;道具|C|17|氷撃砲弾[10]&br;砲撃結界[30]&br;対術結界[30]&br;戦術結界[30]&br;|対術反射[25]&br;専守防衛&br;大神術陣[22]&br;知力布陣[20]&br;|戦術妨害[60]&br;異常耐性|砲撃結界[10]|魔術[24]|計略|R7-真&br;Lv4全↑&br;v1.04|
|グリゴリ|光|キャスター|115|75|75|37|15|魔神飛超|人神|斧槍&br;法衣|C|17|師団弱体[15]&br;罠の領域&br;十字攻撃&br;異常耐性&br;|封印攻撃&br;虹の毒撃[25]&br;遠隔攻撃&br;大毒気陣[8]&br;|致命必殺[60]&br;強制異常[25]|致命必殺[15]|軍事[3]|計略|R5-鬼&br;v1.04|
|ガネーシャ|土|キャスター|120|32|86|16|21|女神獣炎|死魔毒|法衣&br;道具|C|21|師団活性[35]&br;超火炎陣[10]&br;知力指揮[10]&br;専守防衛&br;|異常耐性&br;トレハン[36]&br;砲撃結界[60]&br;グルメ魂[9]&br;|グルメ魂[10]&br;範囲無効|砲撃結界[10]|商業[20]|計略|R7-運&br;v1.04|
|セラフ|光|キャスター|125|90|90|55|20|神飛超|魔死夜|斧槍&br;法衣|D|21|夜戦適応&br;太陽信仰[75]&br;リカバリ[40]&br;次元斬撃[40]&br;|十字攻撃&br;必殺増加[40]&br;特攻防御[50]&br;大神術陣[31]&br;|遠隔無効&br;神族指揮[10]|必殺増加[10]|軍事[3]|計略|R6-神&br;v1.04|
|エバンジールセージ|水光|キャスター|115|58|92|17|24|女神氷飛|魔樹海飛|法衣&br;道具|C|21|全域攻撃&br;イベイド[80]&br;遠隔攻撃&br;神族活性[30]&br;|超氷撃陣[14]&br;凍結攻撃[60]&br;対術結界[50]&br;異常耐性&br;|聖戦の導[10]&br;戦術結界[50]|バリアー[1]|魔術[16]|計略|R7-運&br;v1.04|
|バルデール|光|キャスター|120|20|100|18|12|女神獣飛超|魔死飛夜|射撃&br;獣装|B|24|次元障壁[25]&br;対術反射[50]&br;大神術陣[20]&br;神族活性[25]&br;|専守防衛&br;神魔体躯[65]&br;必殺耐性[25]&br;前進防御&br;|追撃阻止[50]&br;受け流し[25]|受け流し[5]|農業[12]|防備|R7-運&br;v1.04|
|応龍|風光|キャスター|140|105|95|40|18|竜神飛雷超|飛海魔神|爪&br;獣装|D|26|竜鱗守護[120]&br;確率追撃[100]&br;竜の吐息[12]&br;イベイド[75]&br;|堅守体躯[50]&br;特攻防御[60]&br;全域攻撃&br;次元斬撃[30]&br;|巨人狩り[25]&br;飛行支配[35]|開幕砲弾[5]|農業[8]|計略|R8-創&br;v1.04|
|熾天使ラジエル|水光|キャスター|115|45|60|45|26|女神飛海超||法衣&br;道具|D|26|術式増幅[15]&br;砲撃結界[50]&br;戦術結界[50]&br;自爆結界[50]&br;|対術結界[50]&br;超水流陣[12]&br;専守防衛&br;光属活性[30]&br;|光属指揮[15]&br;地形無効|大術撃陣[5]|商業[24]|計略|R8-創&br;Lv5全↓&br;v1.04|
|熾天使ハニエル|光|キャスター|115|75|75|75|25|女神飛炎超|男男女女|法衣&br;装飾|D|26|聖戦の導[12]&br;全域攻撃&br;リカバリ[50]&br;大火炎陣[30]&br;|魅了攻撃[2]&br;次元斬撃[25]&br;男性支配[35]&br;女性支配[35]&br;|強制異常[15]&br;運命の輪[25]|絶対治療|商業[24]|計略|R8-創&br;v1.04|
|プルート|土闇|キャスター|120|1|100|1|30|女死神炎超夜||杖&br;法衣|E|30|サボリ癖&br;行動阻害[2]&br;標的後逸&br;専守防衛&br;|砲撃結界[80]&br;範囲無効&br;超火炎陣[20]&br;死者支配[40]&br;|死の軍勢[30]&br;地形無効|地形無効||計略|R8-冥&br;Lv5全↓&br;v1.04|
|ヴァルファーズ|光|ガーダー|125|52|80|4|7|死男神飛騎|魔死|斧槍&br;盾|B|11|神族活性[15]&br;専守防衛&br;防御布陣[16]&br;反撃倍加[6]&br;|異常耐性&br;ブロック[25]&br;堅守体躯[20]&br;無形体躯[15]&br;|十字無効&br;夜戦適応|防御布陣[10]|軍事[3]|防備|R4-骸&br;v1.04|
|フォルエンジェル|光|ガーダー|105|48|75|24|6|魔神飛雷騎|魔人海|片手&br;盾|A|11|反撃倍加[5]&br;貫通無効&br;防御布陣[15]&br;堅守体躯[20]&br;|専守防衛&br;ブロック[20]&br;特攻防御[35]&br;麻痺攻撃[2]&br;|扇形無効&br;必殺増加[30]|防御布陣[10]|軍事[3]|防備|R3-凶&br;v1.04|
|エンジェルナイト|光|ガーダー|115|54|90|32|8|神飛雷騎|魔騎海|片手&br;盾|B|13|前進防御&br;扇形無効&br;防御布陣[22]&br;堅守体躯[25]&br;|専守防衛&br;ブロック[25]&br;特攻防御[50]&br;麻痺攻撃[2]&br;|貫通無効&br;必殺耐性[30]|防御布陣[10]|軍事[3]|防備|R5-使&br;v1.04|
|玄武|水|ガーダー|125|38|115|1|12|飛獣神海氷|魔海器毒|盾&br;獣装|B|15|必殺耐性[25]&br;反撃倍加[8]&br;防御布陣[25]&br;専守防衛&br;|異常耐性&br;堅守体躯[50]&br;海洋支配[20]&br;特攻防御[50]&br;|兵士運搬&br;海洋指揮[10]|特攻防御[5]|農業[20]|防備|R6-尾&br;v1.04|
|イノセントシェル|光|ガーダー|115|50|100|15|7|神器|魔器蟲|盾&br;装飾|B|16|十字無効&br;砲撃結界[30]&br;専守防衛&br;防御布陣[25]&br;|堅守体躯[30]&br;パリング[50]&br;必殺耐性[40]&br;異常耐性&br;|バリアー[8]&br;夜戦適応|パリング[10]||防備|R6-機&br;v1.04|
|マッスルパワーズ|光|ガーダー|120|60|80|30|10|男神飛超|人魔星器蟲|爪&br;法衣|C|16|ブロック[77]&br;反撃倍加[7]&br;防御布陣[27]&br;前進防御&br;|堅守体躯[40]&br;万能抗体[100]&br;専守防衛&br;全域無効&br;|十字無効&br;異常耐性|受け流し[5]|農業[12]|防備|R6-機&br;v1.04|
|スレイプニルの神騎士|光|ガーダー|120|72|110|45|13|人女神獣飛騎|魔死獣飛|盾&br;獣装|C|21|前進防御&br;防御布陣[45]&br;十字無効&br;遠隔無効&br;|堅守体躯[40]&br;特攻防御[50]&br;専守防衛&br;異常耐性&br;|戦意高揚[100]&br;師団指揮[10]|師団活性[5]|軍事[3]|防備|R7-運&br;v1.04|
|エバンジールナイト|光|ガーダー|115|68|115|38|10|女神飛騎|魔飛獣死|片手&br;盾|C|22|ブロック[35]&br;防御布陣[35]&br;十字無効&br;側面無効&br;|堅守体躯[40]&br;特攻防御[40]&br;専守防衛&br;異常耐性&br;|封印攻撃&br;反撃倍加[8]|特攻防御[5]|軍事[3]|防備|R7-真&br;v1.04|
|熾天使ウリエル|土光|ガーダー|135|90|135|50|15|女神飛器騎超|魔神器海|斧槍&br;盾|D|26|奇襲警戒[30]&br;防御布陣[60]&br;前進防御&br;次元障壁[50]&br;|専守防衛&br;堅守体躯[45]&br;特攻防御[60]&br;十字無効&br;|全域無効&br;リカバリ[50]|必殺耐性[10]|軍事[3]|防備|R8-創&br;v1.04|
|熾天使サンダルフォン|風光|ガーダー|125|30|150|30|20|女神飛器超||杖&br;道具|D|26|戦術妨害[100]&br;防御布陣[60]&br;攻撃弱体[50]&br;回帰治癒[15]&br;|堅守体躯[50]&br;特攻防御[80]&br;専守防衛&br;範囲無効&br;|側面無効&br;遠隔無効|特攻防御[5]|医療[3]|防備|R8-創&br;v1.04|
|熾天使バベル|光|ガーダー|120|120|130|1|1|女神樹星飛超|全|盾&br;道具|D|26|防御布陣[50]&br;女性活性[50]&br;受け流し[50]&br;前進防御&br;|専守防衛&br;反撃倍加[15]&br;範囲無効&br;神魔体躯[60]&br;|恐怖の瞳[25]&br;遠隔無効|リカバリ[5]|軍事[3]|防備|R8-禁&br;v1.04|
